ORD200769,Printer,4,678.549987792969,2714.19995117188
ORD200865,Monitor,4,677.369995117188,2709.47998046875
ORD200032,Tablet,5,536.719970703125,2683.60009765625
ORD200164,Desk,5,536.580017089844,2682.89990234375
ORD200252,Phone,4,668.359985351563,2673.43994140625
ORD200694,Printer,4,666.52001953125,2666.080078125
ORD200269,Tablet,4,663.669982910156,2654.67993164063
ORD200170,Desk,4,662.940002441406,2651.76000976563
ORD200963,Chair,5,530.340026855469,2651.69995117188
ORD200394,Desk,5,529.549987792969,2647.75
ORD200523,Desk,4,657.789978027344,2631.15991210938
ORD200781,Phone,5,524.260009765625,2621.30004882813
ORD200287,Chair,4,655.179992675781,2620.71997070313
ORD200281,Desk,4,654.789978027344,2619.15991210938
ORD200823,Laptop,4,653.130004882813,2612.52001953125
ORD200683,Desk,4,652.47998046875,2609.919921875
ORD200340,Laptop,5,521.25,2606.25
ORD200707,Chair,4,650.039978027344,2600.15991210938
ORD200977,Chair,4,649.469970703125,2597.8798828125
ORD201094,Printer,4,648.909973144531,2595.63989257813
ORD201179,Laptop,5,518.549987792969,2592.75
ORD200986,Laptop,4,644.960021972656,2579.84008789063
ORD200587,Monitor,5,514.599975585938,2573
ORD200465,Printer,5,513.489990234375,2567.44995117188
ORD200282,Printer,4,637.789978027344,2551.15991210938
ORD200446,Laptop,5,509.579986572266,2547.89990234375
ORD200390,Printer,5,508.690002441406,2543.44995117188
ORD200500,Laptop,5,508.589996337891,2542.94995117188
ORD201144,Desk,5,507.940002441406,2539.69995117188
ORD200607,Printer,4,634.049987792969,2536.19995117188
ORD201097,Monitor,5,506.450012207031,2532.25
ORD200549,Monitor,4,629.880004882813,2519.52001953125
ORD200872,Chair,4,629.340026855469,2517.36010742188
ORD200120,Tablet,4,629.340026855469,2517.36010742188
ORD200118,Printer,5,502.709991455078,2513.55004882813
ORD200558,Phone,4,628.119995117188,2512.47998046875
ORD200925,Monitor,5,502.470001220703,2512.35009765625
ORD200345,Tablet,5,501.260009765625,2506.30004882813
ORD200004,Printer,4,626.010009765625,2504.0400390625
ORD200114,Monitor,5,498.480010986328,2492.39990234375
ORD200598,Desk,5,495.350006103516,2476.75
ORD200567,Chair,5,492.940002441406,2464.69995117188
ORD200091,Laptop,5,492.75,2463.75
ORD200457,Desk,4,615.830017089844,2463.32006835938
ORD200994,Tablet,4,615.650024414063,2462.60009765625
ORD200311,Desk,5,489.369995117188,2446.85009765625
ORD200486,Printer,4,611.260009765625,2445.0400390625
ORD200798,Phone,5,488.350006103516,2441.75
ORD200832,Chair,5,485.709991455078,2428.55004882813
ORD200359,Desk,4,606.570007324219,2426.28002929688
ORD200174,Printer,4,600.809997558594,2403.23999023438
ORD200817,Chair,4,598.190002441406,2392.76000976563
ORD200801,Printer,4,595.619995117188,2382.47998046875
ORD200621,Phone,5,476.010009765625,2380.05004882813
ORD200913,Printer,5,475.950012207031,2379.75
ORD200059,Chair,4,593.27001953125,2373.080078125
ORD200688,Monitor,4,593.219970703125,2372.8798828125
ORD200805,Laptop,5,472.010009765625,2360.05004882813
ORD200360,Phone,4,589.570007324219,2358.28002929688
ORD200072,Tablet,4,589.440002441406,2357.76000976563
ORD200560,Monitor,4,588.849975585938,2355.39990234375
ORD200267,Chair,5,468.510009765625,2342.55004882813
ORD200490,Chair,5,467.809997558594,2339.05004882813
ORD200266,Chair,4,583.070007324219,2332.28002929688
ORD200342,Monitor,5,466.420013427734,2332.10009765625
ORD200726,Laptop,4,583.02001953125,2332.080078125
ORD201080,Laptop,5,464.739990234375,2323.69995117188
ORD200965,Laptop,4,578.280029296875,2313.1201171875
ORD200638,Tablet,4,578.27001953125,2313.080078125
ORD200588,Monitor,4,577.820007324219,2311.28002929688
ORD200838,Desk,4,577.080017089844,2308.32006835938
ORD201124,Chair,4,576.869995117188,2307.47998046875
ORD200034,Chair,4,576.52001953125,2306.080078125
ORD200615,Monitor,5,460.140014648438,2300.69995117188
ORD200541,Printer,5,456.059997558594,2280.30004882813
ORD200089,Printer,5,455.329986572266,2276.64990234375
ORD200641,Printer,4,567.570007324219,2270.28002929688
ORD200082,Tablet,4,565.200012207031,2260.80004882813
ORD201199,Tablet,4,560.580017089844,2242.32006835938
ORD200575,Chair,5,448.149993896484,2240.75
ORD201041,Monitor,4,558.900024414063,2235.60009765625
ORD200151,Printer,5,444.760009765625,2223.80004882813
ORD201027,Laptop,4,554.830017089844,2219.32006835938
ORD200046,Monitor,4,550.140014648438,2200.56005859375
ORD200309,Chair,4,549.760009765625,2199.0400390625
ORD200407,Tablet,4,547.320007324219,2189.28002929688
ORD200858,Tablet,5,435.660003662109,2178.30004882813
ORD200200,Tablet,5,433.260009765625,2166.30004882813
ORD200083,Laptop,4,540.409973144531,2161.63989257813
ORD201047,Chair,4,540.340026855469,2161.36010742188
ORD200283,Laptop,4,540.330017089844,2161.32006835938
ORD200177,Chair,5,431.690002441406,2158.44995117188
ORD200670,Desk,4,539.200012207031,2156.80004882813
ORD200189,Printer,5,429.450012207031,2147.25
ORD201155,Printer,4,534.570007324219,2138.28002929688
ORD200153,Chair,4,534.47998046875,2137.919921875
ORD200737,Phone,4,532.869995117188,2131.47998046875
ORD200713,Tablet,4,532.489990234375,2129.9599609375
ORD200399,Tablet,5,423.929992675781,2119.64990234375
ORD201146,Monitor,5,421.440002441406,2107.19995117188
ORD200573,Chair,5,421.420013427734,2107.10009765625
ORD201006,Tablet,5,420.980010986328,2104.89990234375
ORD200491,Phone,5,420.700012207031,2103.5
ORD200742,Laptop,3,699.929992675781,2099.7900390625
ORD200736,Monitor,5,418.529998779297,2092.64990234375
ORD200935,Phone,3,692.710021972656,2078.1298828125
ORD200771,Phone,3,692.440002441406,2077.32006835938
ORD201171,Phone,4,518.400024414063,2073.60009765625
ORD201034,Printer,4,517.97998046875,2071.919921875
ORD200653,Printer,3,690.299987792969,2070.89990234375
ORD200885,Laptop,4,515.590026855469,2062.36010742188
ORD200429,Printer,4,515.190002441406,2060.76000976563
ORD200141,Printer,3,684.140014648438,2052.419921875
ORD200288,Laptop,4,512.75,2051
ORD200178,Chair,4,512.059997558594,2048.23999023438
ORD200304,Monitor,5,408.730010986328,2043.65002441406
ORD200357,Laptop,5,408.559997558594,2042.80004882813
ORD200458,Monitor,4,510.579986572266,2042.31994628906
ORD200009,Desk,4,509.380004882813,2037.52001953125
ORD200807,Monitor,3,676.210021972656,2028.63000488281
ORD201035,Laptop,4,506.109985351563,2024.43994140625
ORD200181,Printer,5,404.390014648438,2021.94995117188
ORD200915,Laptop,4,502.989990234375,2011.9599609375
ORD200979,Monitor,3,669.059997558594,2007.18005371094
ORD201136,Tablet,3,668.330017089844,2004.98999023438
